Date;USDRUB
22.04.2020;76,26
23.04.2020;77,04
24.04.2020;75,13
25.04.2020;74,72
28.04.2020;74,5
29.04.2020;74,57
30.04.2020;73,69
01.05.2020;72,73
07.05.2020;73,97
08.05.2020;74,12
09.05.2020;73,87
13.05.2020;73,43
14.05.2020;73,58
15.05.2020;73,93
16.05.2020;73,21
19.05.2020;72,98
20.05.2020;72,39
21.05.2020;72,34
22.05.2020;70,92
23.05.2020;71,88
26.05.2020;71,6
27.05.2020;71,14
28.05.2020;71,06
29.05.2020;71,1
30.05.2020;70,75
02.06.2020;69,71
03.06.2020;68,98
04.06.2020;68,34
05.06.2020;69,02
06.06.2020;68,63
09.06.2020;68,31
10.06.2020;68,67
11.06.2020;68,62
12.06.2020;69,12
16.06.2020;70,4
17.06.2020;69,75
18.06.2020;69,48
19.06.2020;69,62
20.06.2020;69,57
23.06.2020;69,48
24.06.2020;68,84
25.06.2020;68,84
26.06.2020;69,47
27.06.2020;69,13
30.06.2020;69,95
01.07.2020;70,44
02.07.2020;70,44
03.07.2020;70,52
04.07.2020;70,5
07.07.2020;71,34
08.07.2020;72,17
09.07.2020;71,24
10.07.2020;70,88
11.07.2020;71,23
14.07.2020;70,75
15.07.2020;71,13
16.07.2020;70,8
17.07.2020;71,23
18.07.2020;71,71
21.07.2020;71,96
22.07.2020;70,97
23.07.2020;70,79
24.07.2020;70,96
25.07.2020;71,6
28.07.2020;71,59
29.07.2020;71,92
30.07.2020;72,23
31.07.2020;73,36
01.08.2020;73,43
04.08.2020;74,16
05.08.2020;73,38
06.08.2020;73,28
07.08.2020;73,04
08.08.2020;73,64
11.08.2020;73,78
12.08.2020;73,15
13.08.2020;73,24
14.08.2020;73,61
15.08.2020;73,22
18.08.2020;72,97
19.08.2020;73,43
20.08.2020;73,24
21.08.2020;73,77
22.08.2020;74,1
25.08.2020;74,42
26.08.2020;74,51
27.08.2020;75,54
28.08.2020;75,24
29.08.2020;74,64
01.09.2020;73,8
02.09.2020;73,58
03.09.2020;73,86
04.09.2020;75,47
05.09.2020;75,18
08.09.2020;75,59
09.09.2020;75,96
10.09.2020;76,07
11.09.2020;75,53
12.09.2020;74,89
15.09.2020;74,71
16.09.2020;75,19
17.09.2020;74,93
18.09.2020;75,19
19.09.2020;75,03
22.09.2020;76,04
23.09.2020;76,27
24.09.2020;76,35
25.09.2020;77,18
26.09.2020;76,82
29.09.2020;78,67
30.09.2020;79,68
01.10.2020;78,78
02.10.2020;77,28
03.10.2020;78,09
06.10.2020;78,13
07.10.2020;78,51
08.10.2020;78,09
09.10.2020;77,92
10.10.2020;77,03
13.10.2020;77,02
14.10.2020;77,29
15.10.2020;77,28
16.10.2020;77,95
17.10.2020;77,96
20.10.2020;77,92
21.10.2020;77,78
22.10.2020;77,03
23.10.2020;77,08
24.10.2020;76,47
27.10.2020;76,44
28.10.2020;76,46
29.10.2020;77,55
30.10.2020;78,87
31.10.2020;79,33
03.11.2020;80,57
04.11.2020;80
06.11.2020;78,46
07.11.2020;77,19
10.11.2020;76,95
11.11.2020;76,4
12.11.2020;76,21
13.11.2020;77,11
14.11.2020;77,33
17.11.2020;76,92
18.11.2020;76,25
19.11.2020;75,93
20.11.2020;76,26
21.11.2020;76,01
24.11.2020;75,76
25.11.2020;75,81
26.11.2020;75,47
27.11.2020;75,45
28.11.2020;75,86
01.12.2020;76,2
02.12.2020;76,32
03.12.2020;75,62
04.12.2020;75,2
05.12.2020;74,25
08.12.2020;74,25
09.12.2020;73,66
10.12.2020;73,31
11.12.2020;73,71
12.12.2020;73,12
15.12.2020;72,93
16.12.2020;73,45
17.12.2020;73,42
18.12.2020;72,98
19.12.2020;73,32
22.12.2020;74,67
23.12.2020;75,35
24.12.2020;75,46
25.12.2020;74,84
26.12.2020;73,69
29.12.2020;73,72
30.12.2020;73,66
31.12.2020;73,88
